vocabulary,,voc_cmt,idx,similarity,pt,node_name,node_code
轻型钢,,27,8,0.882197333,36,高性能轻质合金,36010101
轻合金材料检测服务,,1,8,0.881561046,36,高性能轻质合金,36010101
轻合金产品研发,,3,8,0.881521441,36,高性能轻质合金,36010101
轻体钢结构,,4,8,0.880737332,36,高性能轻质合金,36010101
轻合金技术研发,,1,8,0.88028944,36,高性能轻质合金,36010101
高强度钢,,11,9,1,36,高强度钢,36010102
高强度钢生产,,1,9,0.976546526,36,高强度钢,36010102
高强钢制品,,1,9,0.974283625,36,高强度钢,36010102
高强度钢材,,1,9,0.97341543,36,高强度钢,36010102
高强度钢带,,1,9,0.964443942,36,高强度钢,36010102
高强度带钢,,2,9,0.964157161,36,高强度钢,36010102
高强度钢板,,2,9,0.960928946,36,高强度钢,36010102
高强度钢结构件的研发,,1,9,0.957633406,36,高强度钢,36010102
高强度带钢生产,,1,9,0.956520912,36,高强度钢,36010102
高强度钢材研发,,1,9,0.955072472,36,高强度钢,36010102
高温强磁钢,,1,9,0.953385913,36,高强度钢,36010102
强力高强度钢管生产,,1,9,0.950645536,36,高强度钢,36010102
高强度钢构架,,1,9,0.945270533,36,高强度钢,36010102
超高强度钢,,2,9,0.944094835,36,高强度钢,36010102
高强钢丝网,,2,9,0.936378683,36,高强度钢,36010102
高强度钢筋,,3,9,0.936113778,36,高强度钢,36010102
高强度高塑性新型钢材,,1,9,0.935728705,36,高强度钢,36010102
钢结构用高强度标准件,,1,9,0.931712849,36,高强度钢,36010102
高强钢板,,2,9,0.930467185,36,高强度钢,36010102
高强度钢丝,,3,9,0.92937139,36,高强度钢,36010102
高强钢筋,,3,9,0.929164839,36,高强度钢,36010102
高强钢筋制造,,1,9,0.928852949,36,高强度钢,36010102
高强度的,,1,9,0.925607578,36,高强度钢,36010102
高强度合金钢型材,,1,9,0.92416979,36,高强度钢,36010102
钢强构工程,,3,9,0.923532025,36,高强度钢,36010102
高强度钢棒,,1,9,0.922051332,36,高强度钢,36010102
生产高强度钢筋,,1,9,0.920929743,36,高强度钢,36010102
高强度高塑性钢材,,1,9,0.917897636,36,高强度钢,36010102
高强度钢板及制品的热处理,,2,9,0.917294673,36,高强度钢,36010102
热强钢,,1,9,0.917134534,36,高强度钢,36010102
钢管强构件,,1,9,0.916908048,36,高强度钢,36010102
高控力钢筋,,2,9,0.916068867,36,高强度钢,36010102
高强度钢金属材料零件部件生产,,1,9,0.915934424,36,高强度钢,36010102
高强度钢筋销售,,1,9,0.914842238,36,高强度钢,36010102
高强度钢丸,,1,9,0.91413196,36,高强度钢,36010102
超高强度钢型材,,1,9,0.912540668,36,高强度钢,36010102
加工销售高强度钢筋,,1,9,0.909997578,36,高强度钢,36010102
高强度钢筋生产及销售,,1,9,0.9094106,36,高强度钢,36010102
高强度材料,,7,9,0.909290504,36,高强度钢,36010102
大型强磁磁钢,,1,9,0.908734116,36,高强度钢,36010102
建筑用高控力钢筋,,4,9,0.908090583,36,高强度钢,36010102
钢结构用高强度紧固件加工,,1,9,0.906937744,36,高强度钢,36010102
高强钢卷,,1,9,0.906906923,36,高强度钢,36010102
高强度热轧带肋钢筋的冶炼,,2,9,0.905673147,36,高强度钢,36010102
高强材料,,1,9,0.905655046,36,高强度钢,36010102
高强度结构件,,1,9,0.905363604,36,高强度钢,36010102
宝钢高强度大梁钢,,1,9,0.904016034,36,高强度钢,36010102
汽车及发电装备用高强度钢件,,1,9,0.903971469,36,高强度钢,36010102
高层建筑钢结构工程,,15,9,0.903426765,36,高强度钢,36010102
高楼钢结构工程,,1,9,0.902573776,36,高强度钢,36010102
耐蚀耐热钢,,1,10,0.992717221,36,耐磨耐蚀钢,36010103
耐蚀钢,,4,10,0.984155155,36,耐磨耐蚀钢,36010103
耐磨钢,,50,10,0.968454822,36,耐磨耐蚀钢,36010103
耐火钢,,1,10,0.961622344,36,耐磨耐蚀钢,36010103
耐腐耐磨钢,,1,10,0.960315858,36,耐磨耐蚀钢,36010103
耐酸钢,,2,10,0.960303691,36,耐磨耐蚀钢,36010103
耐腐钢,,1,10,0.958488227,36,耐磨耐蚀钢,36010103
耐候钢,,4,10,0.957805208,36,耐磨耐蚀钢,36010103
耐热钢,,154,10,0.957681424,36,耐磨耐蚀钢,36010103
耐热蚀钢件制造,,1,10,0.952972698,36,耐磨耐蚀钢,36010103
耐磨耐热钢,,12,10,0.950429007,36,耐磨耐蚀钢,36010103
耐热钢片,,1,10,0.949804435,36,耐磨耐蚀钢,36010103
耐热耐蚀钢,,2,10,0.948667946,36,耐磨耐蚀钢,36010103
耐磨钢的生产,,1,10,0.948235124,36,耐磨耐蚀钢,36010103
耐热钢板,,1,10,0.947007625,36,耐磨耐蚀钢,36010103
耐磨钢管,,121,10,0.946492283,36,耐磨耐蚀钢,36010103
耐热钢管,,1,10,0.945044085,36,耐磨耐蚀钢,36010103
耐热钢耐磨钢,,1,10,0.944542693,36,耐磨耐蚀钢,36010103
耐磨钢板,,60,10,0.944520917,36,耐磨耐蚀钢,36010103
耐热钢材,,4,10,0.944262631,36,耐磨耐蚀钢,36010103
生产耐磨钢,,1,10,0.943843164,36,耐磨耐蚀钢,36010103
耐热钢研制,,1,10,0.943050331,36,耐磨耐蚀钢,36010103
耐磨钢件,,16,10,0.942849503,36,耐磨耐蚀钢,36010103
耐磨钢结构件,,1,10,0.942316427,36,耐磨耐蚀钢,36010103
耐热钢的制造,,1,10,0.941843262,36,耐磨耐蚀钢,36010103
耐热钢件,,23,10,0.94082924,36,耐磨耐蚀钢,36010103
耐候钢板,,2,10,0.939963911,36,耐磨耐蚀钢,36010103
耐磨钢制品,,7,10,0.939924623,36,耐磨耐蚀钢,36010103
耐磨钢生产,,1,10,0.939471941,36,耐磨耐蚀钢,36010103
耐磨耐热钢制造,,1,10,0.938132478,36,耐磨耐蚀钢,36010103
耐热钢制造,,1,10,0.937921468,36,耐磨耐蚀钢,36010103
耐热钢生产,,2,10,0.937716595,36,耐磨耐蚀钢,36010103
耐磨钢制造,,2,10,0.937012874,36,耐磨耐蚀钢,36010103
耐热钢制品,,22,10,0.936020373,36,耐磨耐蚀钢,36010103
耐磨钢加工,,4,10,0.935949631,36,耐磨耐蚀钢,36010103
有色耐火钢材,,1,10,0.935872015,36,耐磨耐蚀钢,36010103
耐磨耐热钢生产,,1,10,0.935656898,36,耐磨耐蚀钢,36010103
耐磨钢件加工,,1,10,0.935592842,36,耐磨耐蚀钢,36010103
耐热钢产品,,5,10,0.934562572,36,耐磨耐蚀钢,36010103
耐石磨钢,,2,10,0.934214073,36,耐磨耐蚀钢,36010103
耐磨钢的生产及销售,,2,10,0.93399199,36,耐磨耐蚀钢,36010103
耐热钢加工,,1,10,0.933540808,36,耐磨耐蚀钢,36010103
耐磨耐热钢制品,,94,10,0.933461794,36,耐磨耐蚀钢,36010103
工矿用耐磨钢板,,1,10,0.933402191,36,耐磨耐蚀钢,36010103
耐磨钢材销售,,1,10,0.933379948,36,耐磨耐蚀钢,36010103
耐腐蚀钢,,3,10,0.93325519,36,耐磨耐蚀钢,36010103
销售耐磨钢,,1,10,0.932943874,36,耐磨耐蚀钢,36010103
耐候钢的研发,,1,10,0.932752077,36,耐磨耐蚀钢,36010103
耐热钢耐磨钢制品,,1,10,0.932461603,36,耐磨耐蚀钢,36010103
耐热钢材料,,7,10,0.932354028,36,耐磨耐蚀钢,36010103
高新润滑材料,,2,11,0.988175604,36,高效润滑材料,36010104
高温润滑材料,,1,11,0.976098268,36,高效润滑材料,36010104
高性能润滑材料,,3,11,0.965855226,36,高效润滑材料,36010104
销售高新润滑材料,,1,11,0.949558577,36,高效润滑材料,36010104
从事高新润滑材料的生产加工及研发,,1,11,0.940852488,36,高效润滑材料,36010104
高效润滑剂,,7,11,0.93781927,36,高效润滑材料,36010104
高级合成润滑材料,,2,11,0.936727556,36,高效润滑材料,36010104
高端润滑材料及设备的研发及销售,,1,11,0.932828545,36,高效润滑材料,36010104
高端装备润滑材料研发,,1,11,0.924762302,36,高效润滑材料,36010104
高温润滑剂,,3,11,0.919900597,36,高效润滑材料,36010104
高科技固体润滑材料,,1,11,0.909648626,36,高效润滑材料,36010104
高性能润滑剂,,1,11,0.902824298,36,高效润滑材料,36010104
高级润滑精制造,,1,11,0.902668456,36,高效润滑材料,36010104
润滑材料制造技术,,1,11,0.902195521,36,高效润滑材料,36010104
润滑材料技术的研发,,2,11,0.90143778,36,高效润滑材料,36010104
润滑材料,,666,11,0.899743391,36,高效润滑材料,36010104
高分子润滑材料,,1,11,0.899095103,36,高效润滑材料,36010104
高温润滑脂,,10,11,0.895560407,36,高效润滑材料,36010104
从事润滑材料,,1,11,0.892517202,36,高效润滑材料,36010104
润滑材料的技术研发,,2,11,0.891966773,36,高效润滑材料,36010104
润滑材料的研发,,18,11,0.891430057,36,高效润滑材料,36010104
各类润滑新材料领域的,,1,11,0.890908762,36,高效润滑材料,36010104
滑润材料,,1,11,0.890137991,36,高效润滑材料,36010104
润滑材料的技术研究,,1,11,0.890053615,36,高效润滑材料,36010104
润滑材料技术研发,,2,11,0.889156715,36,高效润滑材料,36010104
从事润滑材料科技,,1,11,0.888822186,36,高效润滑材料,36010104
新型润滑材料的技术研发,,1,11,0.888378997,36,高效润滑材料,36010104
销售高级润滑剂,,1,11,0.887819241,36,高效润滑材料,36010104
润滑材料开发,,1,11,0.887691383,36,高效润滑材料,36010104
润滑材料领域内的研究,,1,11,0.886213219,36,高效润滑材料,36010104
润滑材料及助剂,,3,11,0.885575555,36,高效润滑材料,36010104
从事润滑新材料,,1,11,0.885353513,36,高效润滑材料,36010104
润滑新材料,,9,11,0.885292019,36,高效润滑材料,36010104
新型润滑材料生产技术的研发,,1,11,0.884583741,36,高效润滑材料,36010104
润滑材料的研制,,1,11,0.884501197,36,高效润滑材料,36010104
润滑材料研发,,9,11,0.883327983,36,高效润滑材料,36010104
润滑材料的技术服务,,1,11,0.883092493,36,高效润滑材料,36010104
新型润滑材料,,4,11,0.882621386,36,高效润滑材料,36010104
润滑材料的技术开发,,12,11,0.882255785,36,高效润滑材料,36010104
高级医用润滑剂,,1,11,0.881974717,36,高效润滑材料,36010104
高级润滑脂,,5,11,0.881747989,36,高效润滑材料,36010104
润滑材料的制造,,1,11,0.880066102,36,高效润滑材料,36010104
润滑新材料的调制,,1,11,0.879954059,36,高效润滑材料,36010104
润滑新材料技术研发,,1,11,0.878909108,36,高效润滑材料,36010104
润滑材料科技领域内的技术服务,,1,11,0.878897993,36,高效润滑材料,36010104
润滑材料制造,,1,11,0.878565819,36,高效润滑材料,36010104
润滑材料与技术的开发,,1,11,0.878515171,36,高效润滑材料,36010104
润滑新材料开发,,1,11,0.878439859,36,高效润滑材料,36010104
万机灵超高级润滑油,,1,11,0.878226375,36,高效润滑材料,36010104
高级防污润滑剂,,1,11,0.87732043,36,高效润滑材料,36010104
摩擦材料,,427,12,0.841860122,36,低摩擦系数材料,36010105
低摩擦管托,,1,12,0.839835068,36,低摩擦系数材料,36010105
本公司生产的摩擦材料,,1,12,0.836300894,36,低摩擦系数材料,36010105
摩擦材料制造,,21,12,0.835437458,36,低摩擦系数材料,36010105
摩擦系数测试设备,,1,12,0.832170872,36,低摩擦系数材料,36010105
摩擦材料的成品,,1,12,0.831530622,36,低摩擦系数材料,36010105
摩擦材料的生产,,13,12,0.830854211,36,低摩擦系数材料,36010105
摩擦材料性能测试,,1,12,0.83080518,36,低摩擦系数材料,36010105
摩擦材料制造设备,,1,12,0.827501447,36,低摩擦系数材料,36010105
摩擦材料的制造,,4,12,0.827162961,36,低摩擦系数材料,36010105
生产摩擦材料,,2,12,0.824986215,36,低摩擦系数材料,36010105
摩擦材料生产及测试设备,,1,12,0.823143143,36,低摩擦系数材料,36010105
摩擦材料设计,,1,12,0.82277181,36,低摩擦系数材料,36010105
从事摩擦材料,,2,12,0.822439711,36,低摩擦系数材料,36010105
摩擦材料控制剂,,1,12,0.82209665,36,低摩擦系数材料,36010105
摩擦材料及配件研制,,1,12,0.822081681,36,低摩擦系数材料,36010105
摩擦材料的研发,,9,12,0.82120588,36,低摩擦系数材料,36010105
摩擦材料生产,,15,12,0.820454601,36,低摩擦系数材料,36010105
摩擦材料产品制造,,1,12,0.820129569,36,低摩擦系数材料,36010105
减摩润滑材料的研制,,1,12,0.819598337,36,低摩擦系数材料,36010105
摩擦材料的设计,,1,12,0.819347354,36,低摩擦系数材料,36010105
摩擦材料及其制动系统设备研发,,1,12,0.818582951,36,低摩擦系数材料,36010105
摩擦材料生产加工,,1,12,0.81771691,36,低摩擦系数材料,36010105
低摩擦技术科技成果转化及产,,1,12,0.816274402,36,低摩擦系数材料,36010105
机动辆摩擦材料,,1,12,0.81607419,36,低摩擦系数材料,36010105
摩擦材料系列产品的生产,,1,12,0.815764775,36,低摩擦系数材料,36010105
摩擦材料制作,,1,12,0.815561732,36,低摩擦系数材料,36010105
摩擦材料及设备研发,,1,12,0.815411643,36,低摩擦系数材料,36010105
摩擦材料的加工,,2,12,0.814919992,36,低摩擦系数材料,36010105
摩擦材料的制造加工,,1,12,0.814339789,36,低摩擦系数材料,36010105
摩擦材料的研制,,2,12,0.814241111,36,低摩擦系数材料,36010105
各类摩擦材料的生产,,1,12,0.814052656,36,低摩擦系数材料,36010105
制造摩擦材料产品,,1,12,0.813631905,36,低摩擦系数材料,36010105
密封摩擦材料,,2,12,0.813438785,36,低摩擦系数材料,36010105
新型摩擦材料研制,,1,12,0.813423896,36,低摩擦系数材料,36010105
相关摩擦材料,,3,12,0.812134285,36,低摩擦系数材料,36010105
摩擦材料与润滑剂的研发,,1,12,0.811822965,36,低摩擦系数材料,36010105
摩擦材料产品及其自动化生产设备的研发,,1,12,0.811794426,36,低摩擦系数材料,36010105
摩擦材料及制品的生产,,1,12,0.81091037,36,低摩擦系数材料,36010105
摩擦材料加工,,17,12,0.809988066,36,低摩擦系数材料,36010105
摩擦材料组件,,1,12,0.809759191,36,低摩擦系数材料,36010105
新型摩擦材料,,6,12,0.809758856,36,低摩擦系数材料,36010105
研究和开发关于摩擦材料的新产品,,1,12,0.808662684,36,低摩擦系数材料,36010105
摩擦材料及产品,,3,12,0.808632162,36,低摩擦系数材料,36010105
摩擦材料制品,,20,12,0.808584146,36,低摩擦系数材料,36010105
摩擦材料及其制品,,2,12,0.80845588,36,低摩擦系数材料,36010105
包括摩擦传动装置,,1,12,0.808019674,36,低摩擦系数材料,36010105
生产摩擦材料制品,,2,12,0.807723621,36,低摩擦系数材料,36010105
摩擦材料制品生产,,1,12,0.807053194,36,低摩擦系数材料,36010105
摩擦材料研发,,11,12,0.806915351,36,低摩擦系数材料,36010105
减摩材料,,1,13,0.866939195,36,纳米减摩材料,36010106
减摩材料的研发,,1,13,0.845321227,36,纳米减摩材料,36010106
纳米家具贴膜,,1,13,0.832801819,36,纳米减摩材料,36010106
纳米新材料石墨烯,,1,13,0.832468151,36,纳米减摩材料,36010106
材料的减摩,,2,13,0.829302788,36,纳米减摩材料,36010106
纳米石墨烯,,1,13,0.829297136,36,纳米减摩材料,36010106
石墨烯纳米材料,,6,13,0.82722404,36,纳米减摩材料,36010106
量子点纳米材料,,4,13,0.826104477,36,纳米减摩材料,36010106
零售纳米材料,,1,13,0.825234163,36,纳米减摩材料,36010106
